closes,dates,volumes
528.545,2016-05-28 01:00:00.000,2308852891.9405656
524.624,2016-05-29 01:00:00.000,2265760454.9711156
534.2240000000002,2016-05-30 01:00:00.000,1027238918.1573266
531.4070000000002,2016-05-31 01:00:00.000,976889071.4702431
539.1679999999999,2016-06-01 01:00:00.000,864207752.912364
538.832,2016-06-02 01:00:00.000,655601895.7428466
570.4449999999999,2016-06-03 01:00:00.000,947549857.3776044
573.5259999999998,2016-06-04 01:00:00.000,1014758653.6732843
574.4756747207706,2016-06-05 01:00:00.000,980649173.436705
585.563,2016-06-06 01:00:00.000,850291006.7026013
577.9106942699359,2016-06-07 01:00:00.000,995595869.9524367
583.1389999999999,2016-06-08 01:00:00.000,625927307.6959897
577.607,2016-06-09 01:00:00.000,570784842.2229652
579.2276478801407,2016-06-10 01:00:00.000,574507838.2591244
597.746561993518,2016-06-11 01:00:00.000,567638086.2563363
671.7122784950529,2016-06-12 01:00:00.000,2134843166.853439
704.2918521711082,2016-06-13 01:00:00.000,1929369214.3262644
685.932131564762,2016-06-14 01:00:00.000,1295617503.876316
693.2269999999999,2016-06-15 01:00:00.000,1111645975.7525933
765.4629999999999,2016-06-16 01:00:00.000,2295279422.8526845
749.4189999999999,2016-06-17 01:00:00.000,2089119189.0622394
756.7996012580627,2016-06-18 01:00:00.000,1639977543.4823854
764.0459999999999,2016-06-19 01:00:00.000,1440147059.442583
734.1617358035669,2016-06-20 01:00:00.000,1274257070.726084
664.9965293554344,2016-06-21 01:00:00.000,2616450204.6981983
591.895,2016-06-22 01:00:00.000,2116429838.3177702
623.2062563646158,2016-06-23 01:00:00.000,2950728708.757519
661.4166051593036,2016-06-24 01:00:00.000,2819565196.653483
666.0566978558096,2016-06-25 01:00:00.000,2165368588.879378
629.3059999999999,2016-06-26 01:00:00.000,1973414929.567675
648.2999999999998,2016-06-27 01:00:00.000,1893446210.5502865
646.8429999999997,2016-06-28 01:00:00.000,1557753994.6406407
637.437,2016-06-29 01:00:00.000,1478192305.741556
671.6159999999998,2016-06-30 01:00:00.000,1557452114.6606188
677.7099999999999,2016-07-01 01:00:00.000,1520646626.315115
693.0470000000001,2016-07-02 01:00:00.000,1369565986.2165418
664.7451003433932,2016-07-03 01:00:00.000,1980745475.1931427
678.7005716794641,2016-07-04 01:00:00.000,1647219062.906496
667.5305180233454,2016-07-05 01:00:00.000,1363651288.9860191
675.9190000000001,2016-07-06 01:00:00.000,1193299157.941928
638.6200000000001,2016-07-07 01:00:00.000,2122556832.5577588
665.744506272113,2016-07-08 01:00:00.000,1407424927.2334237
653.8705124993986,2016-07-09 01:00:00.000,1734638027.0220506
650.3210000000003,2016-07-10 01:00:00.000,1043956725.0369835
649.07,2016-07-11 01:00:00.000,969355597.1380028
670.9480000000001,2016-07-12 01:00:00.000,1085661832.4024758
658.1500000000001,2016-07-13 01:00:00.000,930971250.7396076
659.5760000000002,2016-07-14 01:00:00.000,907126119.1357731
665.6869915031888,2016-07-15 01:00:00.000,915530669.9477481
663.5010000000002,2016-07-16 01:00:00.000,583921219.9714433
678.3905582459545,2016-07-17 01:00:00.000,878701509.437196
674.7874378266207,2016-07-18 01:00:00.000,951136967.9705702
674.5573889807015,2016-07-19 01:00:00.000,721148317.6858412
670.8934740599931,2016-07-20 01:00:00.000,718486386.0759034
665.3643845142738,2016-07-21 01:00:00.000,651736587.5105526
651.0899999999999,2016-07-22 01:00:00.000,744993482.3653657
